-0.00248,-2,0.24
-0.002476,-2,0.24
-0.002472,-2,0.24
-0.002468,-2,0.24
-0.002464,-2,0.24
-0.00246,-2,0.24
-0.002456,-2,0.24
-0.002452,-2,0.24
-0.002448,-2,0.24
-0.002444,-2,0.24
-0.00244,-2,0.24
-0.002436,-2,0.24
-0.002432,-2,0.24
-0.002428,-2,0.24
-0.002424,-2,0.24
-0.00242,-2,0.24
-0.002416,-2,0.24
-0.002412,-2,0.24
-0.002408,-2,0.24
-0.002404,-2,0.24
-0.0024,-2,0.24
-0.002396,-2,0.24
-0.002392,-2,0.24
-0.002388,-2,0.24
-0.002384,-2,0.24
-0.00238,-2,0.24
-0.002376,-2,0.24
-0.002372,-2,0.24
-0.002368,-2,0.24
-0.002364,-2,0.24
-0.00236,-2,0.24
-0.002356,-2,0.24
-0.002352,-2,0.24
-0.002348,-2,0.24
-0.002344,-2,0.24
-0.00234,-2,0.24
-0.002336,-2,0.24
-0.002332,-2,0.24
-0.002328,-2,0.24
-0.002324,-2,0.24
-0.00232,-2,0.24
-0.002316,-2,0.24
-0.002312,-2,0.24
-0.002308,-2,0.24
-0.002304,-2,0.24
-0.0023,-2,0.24
-0.002296,-2,0.24
-0.002292,-2,0.24
-0.002288,-2,0.24
-0.002284,-2,0.24
-0.00228,-2,0.24
-0.002276,-2,0.24
-0.002272,-2,0.24
-0.002268,-2,0.24
-0.002264,-2,0.24
-0.00226,-2,0.24
-0.002256,-2,0.24
-0.002252,-2.04,0.24
-0.002248,-2.04,0.24
-0.002244,-2,0.24
-0.00224,-2,0.24
-0.002236,-2,0.24
-0.002232,-2,0.24
-0.002228,-2,0.24
-0.002224,-2,0.24
-0.00222,-2.04,0.24
-0.002216,-2,0.24
-0.002212,-2,0.24
-0.002208,-2,0.24
-0.002204,-2,0.24
-0.0022,-2,0.24
-0.002196,-2,0.24
-0.002192,-2,0.24
-0.002188,-2,0.24
-0.002184,-2,0.24
-0.00218,-2,0.24
-0.002176,-2.04,0.24
-0.002172,-2,0.24
-0.002168,-2,0.24
-0.002164,-2,0.24
-0.00216,-2,0.24
-0.002156,-2,0.24
-0.002152,-2,0.24
-0.002148,-2,0.24
-0.002144,-2,0.24
-0.00214,-2,0.24
-0.002136,-2,0.24
-0.002132,-2,0.24
-0.002128,-2,0.24
-0.002124,-2,0.24
