-0.01,-2.24,0.08
-0.00996,-2.24,0.12
-0.00992,-2.32,0.12
-0.00988,-2.28,0.08
-0.00984,-2.28,0
-0.0098,-2.32,0.16
-0.00976,-2.28,0.12
-0.00972,-2.36,0.16
-0.00968,-2.32,0.08
-0.00964,-2.4,0.04
-0.0096,-2.4,0.04
-0.00956,-2.32,0.08
-0.00952,-2.32,0.04
-0.00948,-2.28,0.04
-0.00944,-2.2,0.12
-0.0094,-2.24,0.04
-0.00936,-2.28,0.04
-0.00932,-2.28,0.04
-0.00928,-2.4,0.04
-0.00924,-2.28,0.08
-0.0092,-2.28,0.08
-0.00916,-2.24,0.12
-0.00912,-2.32,0.08
-0.00908,-2.36,0.08
-0.00904,-2.32,0.08
-0.009,-2.36,-0.04
-0.00896,-2.24,0
-0.00892,-2.32,0
-0.00888,-2.36,0.12
-0.00884,-2.4,0.08
-0.0088,-2.28,0.04
-0.00876,-2.28,0.08
-0.00872,-2.32,0.12
-0.00868,-2.32,0.08
-0.00864,-2.36,0.08
-0.0086,-2.28,0.08
-0.00856,-2.32,0.04
-0.00852,-2.24,0.08
-0.00848,-2.32,0.04
-0.00844,-2.28,0.12
-0.0084,-2.32,0.04
-0.00836,-2.28,0.12
-0.00832,-2.32,0.08
-0.00828,-2.28,0.12
-0.00824,-2.28,0.08
-0.0082,-2.24,0.12
-0.00816,-2.28,0.08
-0.00812,-2.32,0.04
-0.00808,-2.28,0.08
-0.00804,-2.32,0.12
-0.008,-2.24,0.08
-0.00796,-2.32,0.08
-0.00792,-2.24,0
-0.00788,-2.28,0.12
-0.00784,-2.28,0.08
-0.0078,-2.2,0.04
-0.00776,-2.36,0.12
-0.00772,-2.32,0.04
-0.00768,-2.32,0.12
-0.00764,-2.2,0.08
-0.0076,-2.28,0.04
-0.00756,-2.24,0.08
-0.00752,-2.28,0.08
-0.00748,-2.36,0.04
-0.00744,-2.32,0.08
-0.0074,-2.28,0.08
-0.00736,-2.28,0.08
-0.00732,-2.24,0.12
-0.00728,-2.28,0.12
-0.00724,-2.24,0.12
-0.0072,-2.32,0.12
-0.00716,-2.32,0.16
-0.00712,-2.24,0.12
-0.00708,-2.28,0.08
-0.00704,-2.24,0.12
-0.007,-2.28,0.04
-0.00696,-2.28,0.12
-0.00692,-2.32,0.12
-0.00688,-2.4,0.12
-0.00684,-2.32,0.04
-0.0068,-2.2,0.08
-0.00676,-2.28,0.08
-0.00672,-2.28,0.12
-0.00668,-2.28,0.2
-0.00664,-2.28,0.08
-0.0066,-2.32,0.04
-0.00656,-2.32,0.12
-0.00652,-2.28,0.08
-0.00648,-2.28,0.08
-0.00644,-2.32,0.12
-0.0064,-2.28,0.08
-0.00636,-2.28,0.12
-0.00632,-2.24,0.08
-0.00628,-2.32,0.08
-0.00624,-2.28,-0.04
-0.0062,-2.32,0.08
-0.00616,-2.32,0.04
-0.00612,-2.28,0.08
-0.00608,-2.24,0.08
-0.00604,-2.36,0.16
-0.006,-2.32,0.12
-0.00596,-2.28,0.08
-0.00592,-2.36,0.08
-0.00588,-2.32,0.08
-0.00584,-2.32,0.12
-0.0058,-2.28,0.08
-0.00576,-2.28,0.12
-0.00572,-2.32,0.12
-0.00568,-2.32,0.04
-0.00564,-2.32,0.08
-0.0056,-2.28,0.12
-0.00556,-2.32,0.04
-0.00552,-2.2,0.12
-0.00548,-2.28,0.08
-0.00544,-2.28,0.08
-0.0054,-2.32,0.04
-0.00536,-2.24,0.08
-0.00532,-2.32,0.12
-0.00528,-2.32,0.12
-0.00524,-2.2,0.12
-0.0052,-2.28,0.08
-0.00516,-2.28,0.12
-0.00512,-2.28,0.04
-0.00508,-2.28,0.12
-0.00504,-2.24,0.08
-0.005,-2.28,0.08
-0.00496,-2.32,0.12
-0.00492,-2.28,0.08
-0.00488,-2.24,0.08
-0.00484,-2.28,0.12
-0.0048,-2.24,0.08
-0.00476,-2.24,0.08
-0.00472,-2.32,0.16
-0.00468,-2.28,0.08
-0.00464,-2.24,0.08
-0.0046,-2.28,0.04
-0.00456,-2.28,0.12
-0.00452,-2.32,0
-0.00448,-2.28,0.2
-0.00444,-2.2,0.08
-0.0044,-2.36,0.12
-0.00436,-2.24,0.16
-0.00432,-2.4,0.04
-0.00428,-2.28,0.12
-0.00424,-2.28,0.08
-0.0042,-2.28,0.12
-0.00416,-2.28,0.08
-0.00412,-2.28,0.2
-0.00408,-2.2,0.08
-0.00404,-2.28,0.08
-0.004,-2.2,0.16
-0.00396,-2.36,0.12
-0.00392,-2.32,0.04
-0.00388,-2.32,0.12
-0.00384,-2.32,0.08
-0.0038,-2.36,0.08
-0.00376,-2.32,0.08
-0.00372,-2.24,0.08
-0.00368,-2.36,0.08
-0.00364,-2.24,0.16
-0.0036,-2.32,0.08
-0.00356,-2.32,0.12
-0.00352,-2.32,0.16
-0.00348,-2.28,0.08
-0.00344,-2.32,0.12
-0.0034,-2.2,0.08
-0.00336,-2.24,0.12
-0.00332,-2.32,0.08
-0.00328,-2.36,0.08
-0.00324,-2.2,0.12
-0.0032,-2.32,0.12
-0.00316,-2.32,0.04
-0.00312,-2.28,0.16
-0.00308,-2.24,0.12
-0.00304,-2.36,0.24
-0.003,-2.28,0.08
-0.00296,-2.4,-0.04
-0.00292,-2.28,0.16
-0.00288,-2.32,0.08
-0.00284,-2.24,0.08
-0.0028,-2.2,0.04
-0.00276,-2.28,0.04
-0.00272,-2.28,0.08
-0.00268,-2.36,-0.08
-0.00264,-2.24,0.08
-0.0026,-2.32,0
-0.00256,-2.32,0.2
-0.00252,-2.32,0.08
-0.00248,-2.32,0.08
-0.00244,-2.28,0.04
-0.0024,-2.4,0.04
-0.00236,-2.28,0.08
-0.00232,-2.24,0.08
-0.00228,-2.32,0.12
-0.00224,-2.32,0.12
-0.0022,-2.32,0.12
-0.00216,-2.28,0.12
-0.00212,-2.32,0.2
-0.00208,-2.28,0.16
-0.00204,-2.28,0.04
-0.002,-2.24,0.12
-0.00196,-2.28,0.12
-0.00192,-2.32,0.08
-0.00188,-2.24,0.12
-0.00184,-2.24,0.08
-0.0018,-2.24,0.16
-0.00176,-2.24,0.08
-0.00172,-2.28,0.08
-0.00168,-2.28,0.16
-0.00164,-2.32,0.08
-0.0016,-2.32,0.08
-0.00156,-2.16,0.12
-0.00152,-2.32,0.08
-0.00148,-2.32,0.08
-0.00144,-2.28,0.08
-0.0014,-2.28,0.2
-0.00136,-2.32,0.08
-0.00132,-2.28,0.16
-0.00128,-2.24,0.12
-0.00124,-2.28,0.2
-0.0012,-2.24,0.12
-0.00116,-2.24,0.16
-0.00112,-2.28,0
-0.00108,-2.28,0.16
-0.00104,-2.16,0
-0.001,-2.28,0.08
-0.00096,-2.32,0.12
-0.00092,-2.32,0.12
-0.00088,-2.28,0.16
-0.00084,-2.28,0.12
-0.0008,-2.36,0.12
-0.00076,-2.36,0
-0.00072,-2.28,0
-0.00068,-2.28,0.12
-0.00064,-2.28,0.12
-0.0006,-2.36,0.12
-0.00056,-2.32,0.08
-0.00052,-2.32,0.12
-0.00048,-2.28,0.12
-0.00044,-2.28,0.12
-0.0004,-2.28,0.12
-0.00036,-2.2,0.12
-0.00032,-2.32,0.2
-0.00028,-2.24,0.12
-0.00024,-2.32,0.12
-0.0002,-2.32,0.16
-0.00016,-2.28,0.08
-0.00012,-2.32,0.12
-8e-005,-2.28,0.16
-4e-005,-2.2,0.12
0,-6.96,5.48
4e-005,-6.96,5.48
8e-005,-4.16,-4.68
0.00012,3.2,-3.2
0.00016,3.2,-4
0.0002,3.2,-4
0.00024,3.2,-4
0.00028,3.2,-3.88
0.00032,3.2,-3.8
0.00036,3.2,-3.64
0.0004,3.2,-3.52
0.00044,3.2,-3.52
0.00048,3.2,-3.28
0.00052,3.2,-3.16
0.00056,3.2,-3.04
0.0006,3.2,-2.96
0.00064,3.2,-2.8
0.00068,3,-2.76
0.00072,2.88,-2.52
0.00076,2.76,-2.36
0.0008,2.56,-2.24
0.00084,2.44,-2.16
0.00088,2.24,-1.96
0.00092,2.04,-1.84
0.00096,1.84,-1.68
0.001,1.68,-1.56
0.00104,1.52,-1.48
0.00108,1.32,-1.36
0.00112,1.12,-1.2
0.00116,0.92,-1
0.0012,0.68,-0.96
0.00124,0.48,-0.88
0.00128,0.36,-0.84
0.00132,0.04,-0.68
0.00136,0.04,-0.64
0.0014,-0.24,-0.52
0.00144,-0.4,-0.44
0.00148,-0.56,-0.36
0.00152,-0.8,-0.28
0.00156,-0.92,-0.12
0.0016,-1.08,-0.24
0.00164,-1.2,-0.08
0.00168,-1.36,0
0.00172,-1.44,0
0.00176,-1.56,0.04
0.0018,-1.68,0.08
0.00184,-1.76,0.16
0.00188,-1.88,0.08
0.00192,-2.04,0.16
0.00196,-2.12,0.12
0.002,-2.08,0.16
0.00204,-2.24,0.2
0.00208,-2.36,0.08
0.00212,-2.36,0.2
0.00216,-2.44,0.2
0.0022,-2.44,0.2
0.00224,-2.48,0.16
0.00228,-2.52,0.16
0.00232,-2.52,0.2
0.00236,-2.56,0.12
0.0024,-2.56,0.2
0.00244,-2.6,0.28
0.00248,-2.68,0.28
0.00252,-2.6,0.16
0.00256,-2.6,0.16
0.0026,-2.6,0.12
0.00264,-2.6,0.2
0.00268,-2.6,0.2
0.00272,-2.52,0.12
0.00276,-2.6,0.16
0.0028,-2.6,0.12
0.00284,-2.52,0.12
0.00288,-2.52,0.12
0.00292,-2.48,0.16
0.00296,-2.52,0.2
0.003,-2.52,0.2
0.00304,-2.48,0.16
0.00308,-2.44,0.08
0.00312,-2.48,0.2
0.00316,-2.48,0.12
0.0032,-2.36,0.16
0.00324,-2.4,0.08
0.00328,-2.4,0.12
0.00332,-2.44,0.16
0.00336,-2.44,0.12
0.0034,-2.32,0.12
0.00344,-2.36,0.12
0.00348,-2.36,0.12
0.00352,-2.4,0.2
0.00356,-2.4,0.08
0.0036,-2.36,0.12
0.00364,-2.32,0.08
0.00368,-2.28,0.16
0.00372,-2.48,0.16
0.00376,-2.4,0.16
0.0038,-2.32,0.2
0.00384,-2.32,0.04
0.00388,-2.32,0.12
0.00392,-2.44,0.08
0.00396,-2.4,0.12
0.004,-2.4,0.12
0.00404,-2.36,0.12
0.00408,-2.44,0.12
0.00412,-2.36,0.16
0.00416,-2.36,0.12
0.0042,-2.4,0.12
0.00424,-2.4,0.08
0.00428,-2.48,0.16
0.00432,-2.4,0.12
0.00436,-2.32,0.12
0.0044,-2.48,0
0.00444,-2.36,0.12
0.00448,-2.36,0.16
0.00452,-2.44,0.16
0.00456,-2.36,0.04
0.0046,-2.4,0.08
0.00464,-2.44,0
0.00468,-2.36,0.12
0.00472,-2.32,0.04
0.00476,-2.28,0.16
0.0048,-2.32,0
0.00484,-2.32,0.04
0.00488,-2.32,0.04
0.00492,-2.32,0.08
0.00496,-2.28,0
0.005,-2.2,-0.04
0.00504,-2.28,0
0.00508,-2.32,0
0.00512,-2.32,0.08
0.00516,-2.32,0.04
0.0052,-2.24,0.08
0.00524,-2.2,0
0.00528,-2.16,0
0.00532,-2.16,0.08
0.00536,-2.2,0.04
0.0054,-2.2,0
0.00544,-2.28,0.08
0.00548,-2.2,0.04
0.00552,-2.2,0.04
0.00556,-2.2,0
0.0056,-2.12,0.04
0.00564,-2.08,0.08
0.00568,-2.2,0
0.00572,-2.2,0
0.00576,-2.16,0
0.0058,-2.16,0.04
0.00584,-2.12,0.08
0.00588,-2.16,0
