-0.008,-2.8,0.08
-0.00798,-2.88,0.12
-0.00796,-2.8,0.12
-0.00794,-2.88,0.12
-0.00792,-2.96,0.16
-0.0079,-2.88,0.04
-0.00788,-2.88,0.04
-0.00786,-2.88,0.12
-0.00784,-2.8,0.08
-0.00782,-2.88,0.12
-0.0078,-2.88,0.08
-0.00778,-2.8,0.08
-0.00776,-2.96,0.08
-0.00774,-2.88,0.08
-0.00772,-2.8,0.12
-0.0077,-2.88,0.2
-0.00768,-2.88,0.08
-0.00766,-2.88,0.16
-0.00764,-2.8,0.12
-0.00762,-2.88,0.08
-0.0076,-2.88,0.08
-0.00758,-2.88,0.08
-0.00756,-2.88,0.08
-0.00754,-2.88,0.12
-0.00752,-2.88,0.04
-0.0075,-2.88,0.08
-0.00748,-2.96,0.12
-0.00746,-2.8,0.16
-0.00744,-2.88,0.16
-0.00742,-2.8,0.16
-0.0074,-2.8,0.12
-0.00738,-2.8,0.08
-0.00736,-2.88,0.08
-0.00734,-2.88,0.04
-0.00732,-2.88,0.12
-0.0073,-2.8,0.12
-0.00728,-2.8,0.08
-0.00726,-2.8,0.12
-0.00724,-2.8,0.08
-0.00722,-2.8,0.08
-0.0072,-2.88,0.04
-0.00718,-2.88,0.08
-0.00716,-2.88,0.12
-0.00714,-2.96,0.16
-0.00712,-2.88,0.08
-0.0071,-2.88,0.12
-0.00708,-2.8,0.16
-0.00706,-2.88,0.08
-0.00704,-2.8,0.08
-0.00702,-2.8,0.08
-0.007,-2.8,0
-0.00698,-2.88,0.04
-0.00696,-2.88,0.16
-0.00694,-2.88,0.04
-0.00692,-2.88,0.04
-0.0069,-2.88,0.12
-0.00688,-2.88,0.08
-0.00686,-2.88,0.04
-0.00684,-2.8,0.08
-0.00682,-2.88,0.08
-0.0068,-2.8,0.08
-0.00678,-2.8,0.08
-0.00676,-2.8,0.12
-0.00674,-2.8,0.08
-0.00672,-2.88,0.16
-0.0067,-2.88,0.12
-0.00668,-2.88,0.12
-0.00666,-2.88,0.12
-0.00664,-2.8,0.16
-0.00662,-2.88,0.16
-0.0066,-2.88,0.12
-0.00658,-2.88,0.12
-0.00656,-2.88,0.12
-0.00654,-2.96,0.12
-0.00652,-2.88,0.08
-0.0065,-2.8,0.08
-0.00648,-2.8,0.16
-0.00646,-2.8,0.16
-0.00644,-2.88,0.16
-0.00642,-2.88,0.04
-0.0064,-2.88,0.12
-0.00638,-2.96,0.04
-0.00636,-2.88,0.08
-0.00634,-2.88,0.12
-0.00632,-2.88,0.16
-0.0063,-2.88,0.12
-0.00628,-2.88,0.08
-0.00626,-2.88,0.16
-0.00624,-2.88,0.16
-0.00622,-2.8,0.12
-0.0062,-2.88,0.16
-0.00618,-2.88,0.08
-0.00616,-2.8,0.08
-0.00614,-2.88,0.12
-0.00612,-2.8,0.12
-0.0061,-2.88,0.12
-0.00608,-2.88,0.16
-0.00606,-2.88,0.12
-0.00604,-2.8,0.16
-0.00602,-2.88,0.2
-0.006,-2.88,0.12
-0.00598,-2.8,0.12
-0.00596,-2.8,-0.04
-0.00594,-2.88,0.16
-0.00592,-2.8,0.08
-0.0059,-2.8,0.12
-0.00588,-2.8,0.12
-0.00586,-2.88,0.12
-0.00584,-2.8,0.08
-0.00582,-2.88,0.16
-0.0058,-2.8,0.12
-0.00578,-2.88,0.04
-0.00576,-2.8,0.16
-0.00574,-2.88,0.08
-0.00572,-2.88,0.04
-0.0057,-2.8,0.04
-0.00568,-2.88,0.16
-0.00566,-2.8,0.12
-0.00564,-2.8,0.08
-0.00562,-2.8,0
-0.0056,-2.8,0.08
-0.00558,-2.72,0.12
-0.00556,-2.88,0.16
-0.00554,-2.8,0.08
-0.00552,-2.88,0.08
-0.0055,-2.8,0.08
-0.00548,-2.8,0.2
-0.00546,-2.88,0.08
-0.00544,-2.8,0.08
-0.00542,-2.88,0.12
-0.0054,-2.8,0.12
-0.00538,-2.88,0.04
-0.00536,-2.8,0.08
-0.00534,-2.88,0.12
-0.00532,-2.8,0.08
-0.0053,-2.8,0
-0.00528,-2.8,0.04
-0.00526,-2.8,0.04
-0.00524,-2.8,0.2
-0.00522,-2.72,0.08
-0.0052,-2.8,0.08
-0.00518,-2.8,0.24
-0.00516,-2.8,0.16
-0.00514,-2.96,0.08
-0.00512,-2.88,0.12
-0.0051,-2.88,0.12
-0.00508,-2.88,0.12
-0.00506,-2.88,0.08
-0.00504,-2.8,0.16
-0.00502,-2.96,0.16
-0.005,-2.88,0.08
-0.00498,-2.8,0.08
-0.00496,-2.88,0.16
-0.00494,-2.96,0.12
-0.00492,-2.88,0.12
-0.0049,-2.8,0.12
-0.00488,-2.88,0.08
-0.00486,-2.96,0.16
-0.00484,-2.88,0.12
-0.00482,-2.8,0.2
-0.0048,-2.8,0
-0.00478,-2.88,0.12
-0.00476,-2.96,0.12
-0.00474,-2.8,0.16
-0.00472,-2.88,0.12
-0.0047,-2.72,0.04
-0.00468,-2.88,0.04
-0.00466,-2.88,0.16
-0.00464,-2.88,0.12
-0.00462,-2.88,0.16
-0.0046,-2.88,0.08
-0.00458,-2.8,0.16
-0.00456,-2.8,0.08
-0.00454,-2.88,0.2
-0.00452,-2.88,0.12
-0.0045,-2.88,0.16
-0.00448,-2.96,0.08
-0.00446,-2.88,0.08
-0.00444,-2.8,0.08
-0.00442,-2.88,0.12
