t,v1,v2
-0.00025,-0.6,0.08
-0.000249,-0.6,0.08
-0.000248,-0.6,0.08
-0.000247,-0.64,0.08
-0.000246,-0.6,0.08
-0.000245,-0.6,0.08
-0.000244,-0.64,0.08
-0.000243,-0.64,0.08
-0.000242,-0.64,0.08
-0.000241,-0.64,0.08
-0.00024,-0.64,0.08
-0.000239,-0.64,0.08
-0.000238,-0.64,0.08
-0.000237,-0.64,0
-0.000236,-0.6,0.08
-0.000235,-0.6,0.08
-0.000234,-0.6,0.08
-0.000233,-0.64,0
-0.000232,-0.6,0
-0.000231,-0.6,0
-0.00023,-0.6,0.08
-0.000229,-0.6,0.08
-0.000228,-0.6,0.08
-0.000227,-0.6,0.08
-0.000226,-0.6,0
-0.000225,-0.6,0.08
-0.000224,-0.6,0
-0.000223,-0.56,0.08
-0.000222,-0.56,0.08
-0.000221,-0.56,0.08
-0.00022,-0.56,0.08
-0.000219,-0.56,0.08
-0.000218,-0.56,0.08
-0.000217,-0.56,0.08
-0.000216,-0.56,0.16
-0.000215,-0.56,0.08
-0.000214,-0.56,0.08
-0.000213,-0.56,0.08
-0.000212,-0.56,0.08
-0.000211,-0.56,0.08
-0.00021,-0.56,0.08
-0.000209,-0.6,0.08
-0.000208,-0.6,0.08
-0.000207,-0.6,0.08
-0.000206,-0.6,0.08
-0.000205,-0.6,0.08
-0.000204,-0.64,0.08
-0.000203,-0.64,0.08
-0.000202,-0.64,0.08
-0.000201,-0.68,0.08
-0.0002,-0.68,0.08
-0.000199,-0.64,0.08
-0.000198,-0.68,0.08
-0.000197,-0.68,0.08
-0.000196,-0.68,0.08
-0.000195,-0.64,0.08
-0.000194,-0.64,0.08
-0.000193,-0.64,0.08
-0.000192,-0.64,0.08
-0.000191,-0.64,0.08
-0.00019,-0.64,0.08
-0.000189,-0.64,0.08
-0.000188,-0.64,0.08
-0.000187,-0.64,0.08
-0.000186,-0.64,0.08
-0.000185,-0.64,0.08
-0.000184,-0.6,0.08
-0.000183,-0.6,0.08
-0.000182,-0.64,0.08
-0.000181,-0.64,0.08
-0.00018,-0.64,0.08
-0.000179,-0.64,0.08
-0.000178,-0.64,0.08
-0.000177,-0.64,0.08
-0.000176,-0.64,0.08
-0.000175,-0.64,0
-0.000174,-0.64,0.08
-0.000173,-0.64,0.08
-0.000172,-0.64,0.08
-0.000171,-0.64,0.08
-0.00017,-0.6,0.08
-0.000169,-0.6,0.08
-0.000168,-0.6,0.08
-0.000167,-0.56,0.08
-0.000166,-0.56,0.08
-0.000165,-0.6,0.08
-0.000164,-0.6,0.08
-0.000163,-0.6,0.08
-0.000162,-0.56,0.08
-0.000161,-0.6,0.08
-0.00016,-0.56,0.08
-0.000159,-0.56,0.08
-0.000158,-0.6,0.08
-0.000157,-0.6,0.08
-0.000156,-0.6,0.08
-0.000155,-0.6,0.08
-0.000154,-0.56,0.08
-0.000153,-0.6,0.08
-0.000152,-0.56,0.08
-0.000151,-0.6,0.08
-0.00015,-0.64,0
-0.000149,-0.6,0.08
-0.000148,-0.64,0.08
-0.000147,-0.64,0.08
-0.000146,-0.64,0.08
-0.000145,-0.64,0.08
-0.000144,-0.6,0.08
-0.000143,-0.6,0.08
-0.000142,-0.64,0.08
-0.000141,-0.6,0.08
-0.00014,-0.6,0.08
-0.000139,-0.6,0.08
-0.000138,-0.6,0.08
