t,v1,v2
-0.00055,-0.48,0.08
-0.000549,-0.4,0.16
-0.000548,-0.4,0.08
-0.000547,-0.4,0.08
-0.000546,-0.4,0.08
-0.000545,-0.4,0.08
-0.000544,-0.4,0.16
-0.000543,-0.4,0.08
-0.000542,-0.48,0.08
-0.000541,-0.4,0.08
-0.00054,-0.4,0.08
-0.000539,-0.4,0.16
-0.000538,-0.4,0.08
-0.000537,-0.4,0.08
-0.000536,-0.4,0.16
-0.000535,-0.4,0.08
-0.000534,-0.48,0.08
-0.000533,-0.4,0.08
-0.000532,-0.4,0.08
-0.000531,-0.4,0.08
-0.00053,-0.4,0.08
-0.000529,-0.4,0.08
-0.000528,-0.4,0.16
-0.000527,-0.4,0.08
-0.000526,-0.4,0.16
-0.000525,-0.4,0.16
-0.000524,-0.4,0.16
-0.000523,-0.4,0.16
-0.000522,-0.4,0.16
-0.000521,-0.4,0.16
-0.00052,-0.4,0.16
-0.000519,-0.4,0.16
-0.000518,-0.4,0.16
-0.000517,-0.48,0.16
-0.000516,-0.4,0.16
-0.000515,-0.48,0.16
-0.000514,-0.4,0.16
-0.000513,-0.48,0.16
-0.000512,-0.48,0.16
-0.000511,-0.48,0.16
-0.00051,-0.4,0.16
-0.000509,-0.4,0.16
-0.000508,-0.4,0.08
-0.000507,-0.48,0.16
-0.000506,-0.48,0.16
-0.000505,-0.4,0.16
-0.000504,-0.48,0.16
-0.000503,-0.48,0.16
-0.000502,-0.48,0.16
-0.000501,-0.48,0.16
-0.0005,-0.48,0.16
-0.000499,-0.48,0.16
-0.000498,-0.48,0.16
-0.000497,-0.48,0.16
-0.000496,-0.48,0.16
-0.000495,-0.56,0.16
-0.000494,-0.48,0.16
-0.000493,-0.48,0.08
-0.000492,-0.48,0.16
-0.000491,-0.48,0.08
-0.00049,-0.48,0.16
-0.000489,-0.4,0.16
-0.000488,-0.48,0.16
-0.000487,-0.48,0.16
-0.000486,-0.4,0.16
-0.000485,-0.48,0.16
-0.000484,-0.48,0.16
-0.000483,-0.4,0.16
-0.000482,-0.48,0.16
-0.000481,-0.4,0.16
-0.00048,-0.48,0.16
-0.000479,-0.48,0.16
-0.000478,-0.48,0.16
-0.000477,-0.48,0.16
-0.000476,-0.48,0.08
-0.000475,-0.48,0.08
-0.000474,-0.56,0.08
-0.000473,-0.48,0.08
-0.000472,-0.48,0.08
-0.000471,-0.56,0.08
-0.00047,-0.48,0.08
-0.000469,-0.48,0.08
-0.000468,-0.48,0.16
-0.000467,-0.48,0.08
-0.000466,-0.48,0.08
-0.000465,-0.4,0.08
-0.000464,-0.48,0.08
-0.000463,-0.48,0.08
-0.000462,-0.48,0.16
-0.000461,-0.48,0.16
-0.00046,-0.48,0.08
-0.000459,-0.48,0.16
-0.000458,-0.4,0.08
-0.000457,-0.48,0.16
-0.000456,-0.48,0.08
-0.000455,-0.48,0.16
-0.000454,-0.48,0.16
-0.000453,-0.4,0.16
-0.000452,-0.48,0.16
-0.000451,-0.4,0.16
-0.00045,-0.48,0.16
-0.000449,-0.4,0.16
-0.000448,-0.48,0.16
-0.000447,-0.4,0.16
-0.000446,-0.4,0.16
-0.000445,-0.4,0.16
-0.000444,-0.48,0.16
-0.000443,-0.4,0.16
-0.000442,-0.4,0.16
-0.000441,-0.4,0.16
-0.00044,-0.4,0.16
-0.000439,-0.48,0.16
-0.000438,-0.4,0.24
-0.000437,-0.48,0.16
-0.000436,-0.48,0.16
-0.000435,-0.48,0.16
-0.000434,-0.48,0.16
-0.000433,-0.48,0.16
-0.000432,-0.48,0.16
-0.000431,-0.48,0.16
-0.00043,-0.48,0.16
-0.000429,-0.48,0.16
-0.000428,-0.48,0.16
-0.000427,-0.4,0.16
-0.000426,-0.48,0.16
-0.000425,-0.4,0.16
-0.000424,-0.48,0.16
-0.000423,-0.48,0.08
-0.000422,-0.48,0.16
-0.000421,-0.4,0.16
-0.00042,-0.48,0.16
-0.000419,-0.48,0.16
-0.000418,-0.4,0.08
-0.000417,-0.4,0.16
-0.000416,-0.48,0.16
-0.000415,-0.4,0.08
-0.000414,-0.48,0.08
-0.000413,-0.48,0.16
-0.000412,-0.48,0.16
-0.000411,-0.48,0.16
-0.00041,-0.48,0.16
-0.000409,-0.48,0.16
-0.000408,-0.48,0.16
-0.000407,-0.4,0.16
-0.000406,-0.4,0.16
-0.000405,-0.48,0.16
-0.000404,-0.4,0.16
-0.000403,-0.4,0.16
-0.000402,-0.4,0.16
-0.000401,-0.4,0.16
-0.0004,-0.4,0.16
-0.000399,-0.4,0.16
-0.000398,-0.4,0.16
-0.000397,-0.4,0.16
-0.000396,-0.4,0.16
-0.000395,-0.4,0.16
-0.000394,-0.4,0.16
-0.000393,-0.48,0.16
-0.000392,-0.4,0.16
-0.000391,-0.48,0.08
-0.00039,-0.48,0.16
-0.000389,-0.48,0.08
-0.000388,-0.48,0.16
-0.000387,-0.48,0.16
-0.000386,-0.4,0.16
-0.000385,-0.4,0.16
-0.000384,-0.4,0.16
-0.000383,-0.4,0.16
-0.000382,-0.4,0.08
-0.000381,-0.4,0.08
-0.00038,-0.4,0.08
-0.000379,-0.4,0.08
-0.000378,-0.4,0.16
-0.000377,-0.4,0.08
-0.000376,-0.4,0.08
-0.000375,-0.4,0.16
-0.000374,-0.4,0.16
-0.000373,-0.48,0.16
-0.000372,-0.4,0.08
-0.000371,-0.48,0.16
-0.00037,-0.48,0.16
-0.000369,-0.48,0.16
-0.000368,-0.48,0.16
-0.000367,-0.48,0.16
-0.000366,-0.48,0.08
-0.000365,-0.48,0.16
-0.000364,-0.48,0.16
-0.000363,-0.4,0.16
-0.000362,-0.4,0.16
-0.000361,-0.4,0.16
-0.00036,-0.4,0.16
-0.000359,-0.4,0.16
-0.000358,-0.4,0.16
-0.000357,-0.4,0.16
-0.000356,-0.4,0.16
-0.000355,-0.4,0.16
-0.000354,-0.4,0.16
-0.000353,-0.4,0.16
-0.000352,-0.4,0.16
-0.000351,-0.4,0.16
-0.00035,-0.4,0.16
-0.000349,-0.48,0.16
-0.000348,-0.48,0.16
-0.000347,-0.4,0.16
-0.000346,-0.48,0.16
-0.000345,-0.48,0.16
-0.000344,-0.48,0.16
-0.000343,-0.48,0.16
-0.000342,-0.48,0.16
-0.000341,-0.48,0.16
-0.00034,-0.48,0.16
-0.000339,-0.4,0.16
-0.000338,-0.4,0.16
-0.000337,-0.4,0.08
-0.000336,-0.48,0.16
-0.000335,-0.4,0.16
-0.000334,-0.4,0.16
-0.000333,-0.4,0.16
-0.000332,-0.4,0.16
-0.000331,-0.4,0.16
-0.00033,-0.4,0.16
-0.000329,-0.48,0.16
-0.000328,-0.4,0.08
-0.000327,-0.4,0.08
-0.000326,-0.48,0.16
-0.000325,-0.48,0.08
-0.000324,-0.48,0.16
-0.000323,-0.48,0.16
-0.000322,-0.48,0.16
-0.000321,-0.48,0.16
-0.00032,-0.4,0.08
-0.000319,-0.48,0.16
-0.000318,-0.48,0.08
-0.000317,-0.48,0.08
-0.000316,-0.48,0.08
-0.000315,-0.48,0.16
-0.000314,-0.48,0.08
-0.000313,-0.48,0.08
-0.000312,-0.56,0.16
-0.000311,-0.48,0.08
-0.00031,-0.48,0.08
-0.000309,-0.48,0.16
-0.000308,-0.48,0.16
-0.000307,-0.48,0.16
-0.000306,-0.48,0.16
-0.000305,-0.48,0.16
-0.000304,-0.56,0.16
-0.000303,-0.48,0.16
-0.000302,-0.48,0.16
-0.000301,-0.48,0.16
-0.0003,-0.48,0.16
-0.000299,-0.48,0.16
-0.000298,-0.48,0.16
-0.000297,-0.48,0.16
-0.000296,-0.48,0.08
-0.000295,-0.48,0.16
-0.000294,-0.56,0.16
-0.000293,-0.48,0.16
-0.000292,-0.48,0.16
-0.000291,-0.48,0.16
-0.00029,-0.48,0.16
-0.000289,-0.48,0.16
-0.000288,-0.48,0.24
-0.000287,-0.48,0.24
-0.000286,-0.48,0.16
-0.000285,-0.48,0.16
-0.000284,-0.48,0.16
-0.000283,-0.48,0.16
-0.000282,-0.48,0.16
-0.000281,-0.48,0.16
-0.00028,-0.48,0.16
-0.000279,-0.48,0.16
-0.000278,-0.48,0.16
-0.000277,-0.48,0.16
-0.000276,-0.48,0.16
-0.000275,-0.48,0.16
-0.000274,-0.48,0.16
-0.000273,-0.48,0.16
-0.000272,-0.4,0.16
-0.000271,-0.48,0.16
-0.00027,-0.48,0.16
-0.000269,-0.48,0.16
-0.000268,-0.48,0.16
-0.000267,-0.48,0.24
-0.000266,-0.4,0.16
-0.000265,-0.48,0.16
-0.000264,-0.4,0.16
-0.000263,-0.48,0.16
-0.000262,-0.4,0.16
-0.000261,-0.4,0.16
-0.00026,-0.48,0.16
-0.000259,-0.4,0.16
-0.000258,-0.4,0.16
-0.000257,-0.4,0.16
-0.000256,-0.4,0.16
-0.000255,-0.48,0.16
-0.000254,-0.4,0.16
-0.000253,-0.4,0.16
-0.000252,-0.4,0.16
-0.000251,-0.4,0.16
-0.00025,-0.4,0.16
-0.000249,-0.4,0.16
-0.000248,-0.48,0.16
-0.000247,-0.4,0.16
-0.000246,-0.48,0.16
-0.000245,-0.48,0.16
-0.000244,-0.4,0.16
-0.000243,-0.48,0.16
-0.000242,-0.4,0.16
-0.000241,-0.4,0.24
-0.00024,-0.4,0.16
-0.000239,-0.48,0.16
-0.000238,-0.48,0.16
-0.000237,-0.48,0.16
-0.000236,-0.48,0.16
-0.000235,-0.48,0.16
-0.000234,-0.48,0.16
-0.000233,-0.48,0.16
-0.000232,-0.48,0.16
-0.000231,-0.48,0.16
-0.00023,-0.48,0.16
-0.000229,-0.48,0.16
-0.000228,-0.48,0.16
-0.000227,-0.48,0.16
-0.000226,-0.48,0.16
-0.000225,-0.4,0.16
-0.000224,-0.48,0.08
-0.000223,-0.48,0.08
-0.000222,-0.4,0.16
-0.000221,-0.48,0.08
-0.00022,-0.4,0.08
-0.000219,-0.48,0.08
-0.000218,-0.48,0.08
-0.000217,-0.48,0.08
-0.000216,-0.48,0.08
-0.000215,-0.4,0.08
-0.000214,-0.48,0.08
-0.000213,-0.48,0.08
-0.000212,-0.48,0.08
-0.000211,-0.4,0.16
-0.00021,-0.4,0.16
-0.000209,-0.4,0.08
-0.000208,-0.48,0.16
-0.000207,-0.4,0.08
-0.000206,-0.4,0.16
-0.000205,-0.4,0.16
-0.000204,-0.4,0.16
-0.000203,-0.4,0.16
-0.000202,-0.4,0.08
-0.000201,-0.4,0.08
-0.0002,-0.4,0.08
-0.000199,-0.4,0.16
-0.000198,-0.4,0.08
-0.000197,-0.4,0.08
-0.000196,-0.4,0.08
-0.000195,-0.48,0.08
-0.000194,-0.4,0.16
-0.000193,-0.4,0.16
