t,v1,v2
0.00061,0.72,3.28
0.000612,0.76,3.2
0.000614,0.8,3.2
0.000616,0.84,3.2
0.000618,0.84,3.12
0.00062,0.92,3.12
0.000622,0.92,3.04
0.000624,1,3.04
0.000626,1.04,3.04
0.000628,1.04,2.96
0.00063,1.08,2.96
0.000632,1.12,2.88
0.000634,1.16,2.88
0.000636,1.2,2.8
0.000638,1.24,2.8
0.00064,1.24,2.8
0.000642,1.28,2.72
0.000644,1.32,2.72
0.000646,1.36,2.72
0.000648,1.4,2.64
0.00065,1.44,2.64
0.000652,1.48,2.56
0.000654,1.48,2.56
0.000656,1.52,2.56
0.000658,1.56,2.56
0.00066,1.64,2.48
0.000662,1.64,2.4
0.000664,1.68,2.4
0.000666,1.68,2.32
0.000668,1.72,2.32
0.00067,1.72,2.24
0.000672,1.76,2.24
0.000674,1.76,2.24
0.000676,1.8,2.16
0.000678,1.84,2.16
0.00068,1.84,2.08
0.000682,1.88,2.08
0.000684,1.92,2.08
0.000686,1.96,1.92
0.000688,1.96,1.92
0.00069,1.96,1.84
0.000692,2,1.84
0.000694,2,1.76
0.000696,2.04,1.76
0.000698,2.08,1.68
0.0007,2.08,1.68
0.000702,2.12,1.52
0.000704,2.12,1.52
0.000706,2.12,1.44
0.000708,2.12,1.36
0.00071,2.08,1.28
0.000712,2.12,1.28
0.000714,2.12,1.2
0.000716,2.12,1.2
0.000718,2.16,1.12
0.00072,2.2,1.12
0.000722,2.2,1.04
0.000724,2.2,1.04
0.000726,2.2,1.04
0.000728,2.2,0.96
0.00073,2.2,0.88
0.000732,2.2,0.88
0.000734,2.2,0.88
0.000736,2.2,0.8
0.000738,2.2,0.72
0.00074,2.24,0.64
0.000742,2.24,0.64
0.000744,2.28,0.64
0.000746,2.24,0.56
0.000748,2.24,0.48
0.00075,2.24,0.48
0.000752,2.24,0.4
0.000754,2.2,0.32
0.000756,2.24,0.32
0.000758,2.24,0.24
0.00076,2.28,0.24
0.000762,2.28,0.16
0.000764,2.24,0.08
0.000766,2.24,0.08
0.000768,2.24,0
0.00077,2.2,-0.08
0.000772,2.2,-0.08
0.000774,2.16,-0.08
0.000776,2.16,-0.08
0.000778,2.12,-0.24
0.00078,2.16,-0.24
0.000782,2.12,-0.24
0.000784,2.12,-0.24
0.000786,2.08,-0.32
0.000788,2.08,-0.4
0.00079,2.08,-0.48
0.000792,2.08,-0.48
0.000794,2.04,-0.56
0.000796,2.04,-0.56
0.000798,2.04,-0.64
0.0008,2,-0.64
0.000802,2,-0.72
0.000804,2,-0.8
0.000806,1.96,-0.8
0.000808,1.96,-0.8
0.00081,1.92,-0.88
0.000812,1.88,-0.96
0.000814,1.88,-0.96
0.000816,1.84,-0.96
0.000818,1.8,-1.04
0.00082,1.76,-1.04
0.000822,1.76,-1.12
0.000824,1.76,-1.12
0.000826,1.76,-1.2
0.000828,1.72,-1.2
0.00083,1.76,-1.28
0.000832,1.68,-1.28
0.000834,1.68,-1.36
0.000836,1.64,-1.36
0.000838,1.6,-1.36
0.00084,1.56,-1.44
0.000842,1.52,-1.44
0.000844,1.52,-1.52
0.000846,1.44,-1.52
0.000848,1.44,-1.6
0.00085,1.4,-1.6
0.000852,1.36,-1.6
0.000854,1.32,-1.68
0.000856,1.32,-1.68
0.000858,1.28,-1.76
0.00086,1.24,-1.76
0.000862,1.24,-1.76
0.000864,1.2,-1.84
0.000866,1.16,-1.84
